Year,Rank,Track_Title,Artist_Name,Raw_Track_Title,Raw_Artist_Name
1991,1,(Everything I Do) I Do It for You,Bryan Adams,(Everything I Do) I Do It for You,Bryan Adams
1991,2,I Wanna Sex You Up,Color Me Badd,I Wanna Sex You Up,Color Me Badd
1991,3,Gonna Make You Sweat,C+C Music Factory,Gonna Make You Sweat (Everybody Dance Now),C+C Music Factory
1991,4,Rush Rush,Paula Abdul,Rush Rush,Paula Abdul
1991,5,One More Try,Timmy T,One More Try,Timmy T
1991,6,Unbelievable,EMF,Unbelievable,EMF
1991,7,More Than Words,Extreme,More Than Words,Extreme
1991,8,I Like the Way,Hi-Five,I Like the Way (The Kissing Game),Hi-Five
1991,9,The First Time,Surface,The First Time,Surface
1991,10,Baby Baby,Amy Grant,Baby Baby,Amy Grant
1991,11,Motownphilly,Boyz II Men,Motownphilly,Boyz II Men
1991,12,Because I Love You,Stevie B,Because I Love You (The Postman Song),Stevie B
1991,13,Someday,Mariah Carey,Someday,Mariah Carey
1991,14,High Enough,Damn Yankees,High Enough,Damn Yankees
1991,15,From a Distance,Bette Midler,From a Distance,Bette Midler
1991,16,All the Man That I Need,Whitney Houston,All the Man That I Need,Whitney Houston
1991,17,"Right Here, Right Now",Jesus Jones,"Right Here, Right Now",Jesus Jones
1991,18,I Adore Mi Amor,Color Me Badd,I Adore Mi Amor,Color Me Badd
1991,19,Love Will Never Do,Janet Jackson,Love Will Never Do (Without You),Janet Jackson
1991,20,Good Vibrations,Marky Mark,Good Vibrations,Marky Mark and the Funky Bunch featuring Loleatta Holloway
1991,21,Justify My Love,Madonna,Justify My Love,Madonna
1991,22,Emotions,Mariah Carey,Emotions,Mariah Carey
1991,23,Joyride,Roxette,Joyride,Roxette
1991,24,Romantic,Karyn White,Romantic,Karyn White
1991,25,Hold You Tight,Tara Kemp,Hold You Tight,Tara Kemp
1991,26,I Don't Wanna Cry,Mariah Carey,I Don't Wanna Cry,Mariah Carey
1991,27,You're in Love,Wilson Phillips,You're in Love,Wilson Phillips
1991,28,Every Heartbeat,Amy Grant,Every Heartbeat,Amy Grant
1991,29,Sensitivity,Ralph Tresvant,Sensitivity,Ralph Tresvant
1991,30,Touch Me,Cathy Dennis,Touch Me (All Night Long),Cathy Dennis
1991,31,I've Been Thinking About You,Londonbeat,I've Been Thinking About You,Londonbeat
1991,32,Do Anything,Natural Selection,Do Anything,Natural Selection
1991,33,Losing My Religion,R.E.M.,Losing My Religion,R.E.M.
1991,34,Coming Out of the Dark,Gloria Estefan,Coming Out of the Dark,Gloria Estefan
1991,35,It Ain't Over 'til It's Over,Lenny Kravitz,It Ain't Over 'til It's Over,Lenny Kravitz
1991,36,Here We Go,C+C Music Factory,Here We Go,C+C Music Factory
1991,37,Where Does My Heart Beat Now,Celine Dion,Where Does My Heart Beat Now,Celine Dion
1991,38,Summertime,DJ Jazzy Jeff,Summertime,DJ Jazzy Jeff & The Fresh Prince
1991,39,Wind of Change,Scorpions,Wind of Change,Scorpions
1991,40,P.A.S.S.I.O.N.,Rythm Syndicate,P.A.S.S.I.O.N.,Rythm Syndicate
1991,41,The Promise of a New Day,Paula Abdul,The Promise of a New Day,Paula Abdul
1991,42,I'm Your Baby Tonight,Whitney Houston,I'm Your Baby Tonight,Whitney Houston
1991,43,Love of a Lifetime,FireHouse,Love of a Lifetime,FireHouse
1991,44,Fading Like a Flower,Roxette,Fading Like a Flower (Every Time You Leave),Roxette
1991,45,This House,Tracie Spencer,This House,Tracie Spencer
1991,46,Hole Hearted,Extreme,Hole Hearted,Extreme
1991,47,Power of Love/Love Power,Luther Vandross,Power of Love/Love Power,Luther Vandross
1991,48,Impulsive,Wilson Phillips,Impulsive,Wilson Phillips
1991,49,Love Is a Wonderful Thing,Michael Bolton,Love Is a Wonderful Thing,Michael Bolton
1991,50,Rhythm of My Heart,Rod Stewart,Rhythm of My Heart,Rod Stewart
1991,51,Things That Make You Go Hmmm...,C+C Music Factory,Things That Make You Go Hmmm...,C+C Music Factory
1991,52,I Touch Myself,Divinyls,I Touch Myself,Divinyls
1991,53,Tom's Diner,DNA,Tom's Diner,DNA featuring Suzanne Vega
1991,54,Iesha,Another Bad Creation,Iesha,Another Bad Creation
1991,55,Something to Talk About,Bonnie Raitt,Something to Talk About,Bonnie Raitt
1991,56,After the Rain,Nelson,After the Rain,Nelson
1991,57,Play That Funky Music,Vanilla Ice,Play That Funky Music,Vanilla Ice
1991,58,Temptation,Corina,Temptation,Corina
1991,59,Can't Stop This Thing We Started,Bryan Adams,Can't Stop This Thing We Started,Bryan Adams
1991,60,I Can't Wait Another Minute,Hi-Five,I Can't Wait Another Minute,Hi-Five
1991,61,3 a.m. Eternal,The KLF,3 a.m. Eternal,The KLF
