Year,Rank,Track_Title,Artist_Name,Raw_Track_Title,Raw_Artist_Name
1979,1,My Sharona,The Knack,My Sharona,The Knack
1979,2,Bad Girls,Donna Summer,Bad Girls,Donna Summer
1979,3,Le Freak,Chic,Le Freak,Chic
1979,4,Da Ya Think I'm Sexy?,Rod Stewart,Da Ya Think I'm Sexy?,Rod Stewart
1979,5,Reunited,Peaches,Reunited,Peaches & Herb
1979,6,I Will Survive,Gloria Gaynor,I Will Survive,Gloria Gaynor
1979,7,Hot Stuff,Donna Summer,Hot Stuff,Donna Summer
1979,8,Y.M.C.A.,Village People,Y.M.C.A.,Village People
1979,9,Ring My Bell,Anita Ward,Ring My Bell,Anita Ward
1979,10,Sad Eyes,Robert John,Sad Eyes,Robert John
1979,11,Too Much Heaven,Bee Gees,Too Much Heaven,Bee Gees
1979,12,MacArthur Park,Donna Summer,MacArthur Park,Donna Summer
1979,13,When You're in Love with a Beautiful Woman,Dr. Hook,When You're in Love with a Beautiful Woman,Dr. Hook
1979,14,Makin' It,David Naughton,Makin' It,David Naughton
1979,15,Fire,The Pointer Sisters,Fire,The Pointer Sisters
1979,16,Tragedy,Bee Gees,Tragedy,Bee Gees
1979,17,A Little More Love,Olivia Newton-John,A Little More Love,Olivia Newton-John
1979,18,Heart of Glass,Blondie,Heart of Glass,Blondie
1979,19,What a Fool Believes,The Doobie Brothers,What a Fool Believes,The Doobie Brothers
1979,20,Good Times,Chic,Good Times,Chic
1979,21,You Don't Bring Me Flowers,Neil Diamond,You Don't Bring Me Flowers,Neil Diamond & Barbra Streisand
1979,22,Knock on Wood,Amii Stewart,Knock on Wood,Amii Stewart
1979,23,Stumblin' In,Suzi Quatro,Stumblin' In,Suzi Quatro & Chris Norman
1979,24,Lead Me On,Maxine Nightingale,Lead Me On,Maxine Nightingale
1979,25,Shake Your Body,The Jacksons,Shake Your Body (Down to the Ground),The Jacksons
1979,26,Don't Cry Out Loud,Melissa Manchester,Don't Cry Out Loud,Melissa Manchester
