Year,Rank,Track_Title,Artist_Name,Raw_Track_Title,Raw_Artist_Name
1962,1,Stranger on the Shore,Acker Bilk,Stranger on the Shore,Acker Bilk
1962,2,I Can't Stop Loving You,Ray Charles,I Can't Stop Loving You,Ray Charles
1962,3,Mashed Potato Time,Dee Dee Sharp,Mashed Potato Time,Dee Dee Sharp
1962,4,Roses Are Red,Bobby Vinton,Roses Are Red (My Love),Bobby Vinton
1962,5,The Stripper,David Rose,The Stripper,David Rose
1962,6,Johnny Angel,Shelley Fabares,Johnny Angel,Shelley Fabares
1962,7,The Loco-Motion,Little Eva,The Loco-Motion,Little Eva
1962,8,Let Me In,The Sensations,Let Me In,The Sensations
1962,9,The Twist,Chubby Checker,The Twist,Chubby Checker
1962,10,Soldier Boy,The Shirelles,Soldier Boy,The Shirelles
1962,11,Hey! Baby,Bruce Channel,Hey! Baby,Bruce Channel
1962,12,The Wanderer,Dion,The Wanderer,Dion
1962,13,Duke of Earl,Gene Chandler,Duke of Earl,Gene Chandler
1962,14,Palisades Park,Freddy Cannon,Palisades Park,Freddy Cannon
1962,15,Breaking Up Is Hard to Do,Neil Sedaka,Breaking Up Is Hard to Do,Neil Sedaka
1962,16,Wolverton Mountain,Claude King,Wolverton Mountain,Claude King
1962,17,Slow Twistin',Chubby Checker,Slow Twistin',Chubby Checker & Dee Dee Sharp
1962,18,It Keeps Right On a-Hurtin',Johnny Tillotson,It Keeps Right On a-Hurtin',Johnny Tillotson
1962,19,The One Who Really Loves You,Mary Wells,The One Who Really Loves You,Mary Wells
1962,20,Good Luck Charm,Elvis Presley,Good Luck Charm,Elvis Presley
1962,21,Midnight in Moscow,Kenny Ball,Midnight in Moscow,Kenny Ball
1962,22,Sheila,Tommy Roe,Sheila,Tommy Roe
1962,23,Twistin' the Night Away,Sam Cooke,Twistin' the Night Away,Sam Cooke
1962,24,The Wah-Watusi,The Orlons,The Wah-Watusi,The Orlons
1962,25,Peppermint Twist,Joey Dee,Peppermint Twist,Joey Dee and the Starliters
1962,26,Break It to Me Gently,Brenda Lee,Break It to Me Gently,Brenda Lee
1962,27,Playboy,The Marvelettes,Playboy,The Marvelettes
1962,28,Ramblin' Rose,Nat King Cole,Ramblin' Rose,Nat King Cole
1962,29,Sealed with a Kiss,Brian Hyland,Sealed with a Kiss,Brian Hyland
1962,30,She Cried,Jay,She Cried,Jay and the Americans
1962,31,Don't Break the Heart That Loves You,Connie Francis,Don't Break the Heart That Loves You,Connie Francis
1962,32,Dear Lady Twist,Gary U.S. Bonds,Dear Lady Twist,Gary U.S. Bonds
1962,33,Norman,Sue Thompson,Norman,Sue Thompson
1962,34,Love Letters,Ketty Lester,Love Letters,Ketty Lester
1962,35,Party Lights,Claudine Clark,Party Lights,Claudine Clark
1962,36,Cotton Fields,The Highwaymen,Cotton Fields,The Highwaymen
1962,37,Alley Cat,Bent Fabric,Alley Cat,Bent Fabric
1962,38,Twist and Shout,The Isley Brothers,Twist and Shout,The Isley Brothers
1962,39,Theme from Dr. Kildare,Richard Chamberlain,Theme from Dr. Kildare (Three Stars Will Shine Tonight),Richard Chamberlain
1962,40,Tuff,Ace Cannon,Tuff,Ace Cannon
1962,41,Lover Please,Clyde McPhatter,Lover Please,Clyde McPhatter
1962,42,I Know,Barbara George,I Know (You Don't Love Me No More),Barbara George
1962,43,Young World,Ricky Nelson,Young World,Ricky Nelson
1962,44,Baby It's You,The Shirelles,Baby It's You,The Shirelles
1962,45,Speedy Gonzales,Pat Boone,Speedy Gonzales,Pat Boone
1962,46,A Little Bitty Tear,Burl Ives,A Little Bitty Tear,Burl Ives
1962,47,Crying in the Rain,The Everly Brothers,Crying in the Rain,The Everly Brothers
1962,48,Al di là,Emilio Pericoli,Al di là,Emilio Pericoli
1962,49,Shout! Shout!,Ernie Maresca,Shout! Shout! (Knock Yourself Out),Ernie Maresca
1962,50,What's Your Name,Don,What's Your Name,Don and Juan
1962,51,Smoky Places,The Corsairs,Smoky Places,The Corsairs
1962,52,Having a Party,Sam Cooke,Having a Party,Sam Cooke
1962,53,Green Onions,Booker T.,Green Onions,Booker T. & the M.G.'s
1962,54,You Don't Know Me,Ray Charles,You Don't Know Me,Ray Charles
1962,55,Sherry,The Four Seasons,Sherry,The Four Seasons
1962,56,Johnny Get Angry,Joanie Sommers,Johnny Get Angry,Joanie Sommers
1962,57,Can't Help Falling in Love,Elvis Presley,Can't Help Falling in Love,Elvis Presley
1962,58,Shout,Joey Dee,Shout,Joey Dee and the Starliters
1962,59,Rinky Dink,Dave Baby Cortez,Rinky Dink,Dave Baby Cortez
1962,60,Moon River,Henry Mancini,Moon River,Henry Mancini
1962,61,Ahab the Arab,Ray Stevens,Ahab the Arab,Ray Stevens
1962,62,Things,Bobby Darin,Things,Bobby Darin
1962,63,(The Man Who Shot) Liberty Valance,Gene Pitney,(The Man Who Shot) Liberty Valance,Gene Pitney
1962,64,You Belong to Me,The Duprees,You Belong to Me,The Duprees
1962,65,Dream Baby,Roy Orbison,Dream Baby (How Long Must I Dream),Roy Orbison
1962,66,Snap Your Fingers,Joe Henderson,Snap Your Fingers,Joe Henderson
1962,67,Lovers Who Wander,Dion,Lovers Who Wander,Dion
1962,68,Let's Dance,Chris Montez,Let's Dance,Chris Montez
1962,69,Cindy's Birthday,Johnny Crawford,Cindy's Birthday,Johnny Crawford
1962,70,You Beat Me to the Punch,Mary Wells,You Beat Me to the Punch,Mary Wells
1962,71,You'll Lose a Good Thing,Barbara Lynn,You'll Lose a Good Thing,Barbara Lynn
1962,72,Uptown,The Crystals,Uptown,The Crystals
1962,73,Everybody Loves Me But You,Brenda Lee,Everybody Loves Me But You,Brenda Lee
1962,74,Patches,Dickey Lee,Patches,Dickey Lee
1962,75,Venus in Blue Jeans,Jimmy Clanton,Venus in Blue Jeans,Jimmy Clanton
1962,76,Love Me Warm and Tender,Paul Anka,Love Me Warm and Tender,Paul Anka
1962,77,Teen Age Idol,Rick Nelson,Teen Age Idol,Rick Nelson
1962,78,She's Got You,Patsy Cline,She's Got You,Patsy Cline
1962,79,Dear One,Larry Finnegan,Dear One,Larry Finnegan
