Year,Rank,Track_Title,Artist_Name,Raw_Track_Title,Raw_Artist_Name
1985,1,Careless Whisper,Wham!,Careless Whisper,Wham!
1985,2,Like a Virgin,Madonna,Like a Virgin,Madonna
1985,3,Wake Me Up Before You Go-Go,Wham!,Wake Me Up Before You Go-Go,Wham!
1985,4,I Want to Know What Love Is,Foreigner,I Want to Know What Love Is,Foreigner
1985,5,I Feel for You,Chaka Khan,I Feel for You,Chaka Khan
1985,6,Out of Touch,Daryl Hall,Out of Touch,Daryl Hall & John Oates
1985,7,Everybody Wants to Rule the World,Tears for Fears,Everybody Wants to Rule the World,Tears for Fears
1985,8,Money for Nothing,Dire Straits,Money for Nothing,Dire Straits
1985,9,Crazy for You,Madonna,Crazy for You,Madonna
1985,10,Take On Me,a-ha,Take On Me,a-ha
1985,11,Everytime You Go Away,Paul Young,Everytime You Go Away,Paul Young
1985,12,Easy Lover,Philip Bailey,Easy Lover,Philip Bailey and Phil Collins
1985,13,Can't Fight This Feeling,REO Speedwagon,Can't Fight This Feeling,REO Speedwagon
1985,14,We Built This City,Starship,We Built This City,Starship
1985,15,The Power of Love,Huey Lewis,The Power of Love,Huey Lewis and the News
1985,16,Don't You,Simple Minds,Don't You (Forget About Me),Simple Minds
1985,17,Cherish,Kool,Cherish,Kool & the Gang
1985,18,St. Elmo's Fire,John Parr,St. Elmo's Fire (Man in Motion),John Parr
1985,19,The Heat Is On,Glenn Frey,The Heat Is On,Glenn Frey
1985,20,We Are the World,USA for Africa,We Are the World,USA for Africa
1985,21,Shout,Tears for Fears,Shout,Tears for Fears
1985,22,Part-Time Lover,Stevie Wonder,Part-Time Lover,Stevie Wonder
1985,23,Saving All My Love for You,Whitney Houston,Saving All My Love for You,Whitney Houston
1985,24,Heaven,Bryan Adams,Heaven,Bryan Adams
1985,25,Everything She Wants,Wham!,Everything She Wants,Wham!
1985,26,Cool It Now,New Edition,Cool It Now,New Edition
1985,27,Miami Vice Theme,Jan Hammer,Miami Vice Theme,Jan Hammer
1985,28,Loverboy,Billy Ocean,Loverboy,Billy Ocean
1985,29,Lovergirl,Teena Marie,Lovergirl,Teena Marie
1985,30,You Belong to the City,Glenn Frey,You Belong to the City,Glenn Frey
1985,31,Oh Sheila,Ready for the World,Oh Sheila,Ready for the World
1985,32,Rhythm of the Night,DeBarge,Rhythm of the Night,DeBarge
1985,33,One More Night,Phil Collins,One More Night,Phil Collins
