Year,Rank,Track_Title,Artist_Name,Raw_Track_Title,Raw_Artist_Name
1977,1,Tonight's the Night,Rod Stewart,Tonight's the Night (Gonna Be Alright),Rod Stewart
1977,2,I Just Want to Be Your Everything,Andy Gibb,I Just Want to Be Your Everything,Andy Gibb
1977,3,Best of My Love,The Emotions,Best of My Love,The Emotions
1977,4,Evergreen,Barbra Streisand,Evergreen (Love Theme from A Star Is Born),Barbra Streisand
1977,5,Angel in Your Arms,Hot,Angel in Your Arms,Hot
1977,6,I Like Dreamin',Kenny Nolan,I Like Dreamin',Kenny Nolan
1977,7,Don't Leave Me This Way,Thelma Houston,Don't Leave Me This Way,Thelma Houston
1977,8,(Your Love Has Lifted Me) Higher and Higher,Rita Coolidge,(Your Love Has Lifted Me) Higher and Higher,Rita Coolidge
1977,9,Undercover Angel,Alan O'Day,Undercover Angel,Alan O'Day
1977,10,Torn Between Two Lovers,Mary MacGregor,Torn Between Two Lovers,Mary MacGregor
1977,11,I'm Your Boogie Man,KC,I'm Your Boogie Man,KC and the Sunshine Band
1977,12,Dancing Queen,ABBA,Dancing Queen,ABBA
1977,13,You Make Me Feel Like Dancing,Leo Sayer,You Make Me Feel Like Dancing,Leo Sayer
1977,14,Margaritaville,Jimmy Buffett,Margaritaville,Jimmy Buffett
1977,15,Telephone Line,Electric Light Orchestra,Telephone Line,Electric Light Orchestra
1977,16,Whatcha Gonna Do?,Pablo Cruise,Whatcha Gonna Do?,Pablo Cruise
1977,17,Do You Wanna Make Love,Peter McCann,Do You Wanna Make Love,Peter McCann
1977,18,Sir Duke,Stevie Wonder,Sir Duke,Stevie Wonder
1977,19,Hotel California,Eagles,Hotel California,Eagles
1977,20,Got to Give It Up,Marvin Gaye,Got to Give It Up,Marvin Gaye
1977,21,Gonna Fly Now,Bill Conti,Gonna Fly Now,Bill Conti
1977,22,Southern Nights,Glen Campbell,Southern Nights,Glen Campbell
1977,23,Rich Girl,Hall,Rich Girl,Hall & Oates
1977,24,When I Need You,Leo Sayer,When I Need You,Leo Sayer
1977,25,Hot Line,The Sylvers,Hot Line,The Sylvers
1977,26,Car Wash,Rose Royce,Car Wash,Rose Royce
1977,27,You Don't Have to Be a Star,Marilyn McCoo,You Don't Have to Be a Star (To Be in My Show),Marilyn McCoo & Billy Davis Jr.
1977,28,Fly Like an Eagle,Steve Miller Band,Fly Like an Eagle,Steve Miller Band
1977,29,Don't Give Up on Us,David Soul,Don't Give Up on Us,David Soul
1977,30,On and On,Stephen Bishop,On and On,Stephen Bishop
1977,31,Feels Like the First Time,Foreigner,Feels Like the First Time,Foreigner
1977,32,Couldn't Get It Right,Climax Blues Band,Couldn't Get It Right,Climax Blues Band
1977,33,Easy,Commodores,Easy,Commodores
1977,34,Right Time of the Night,Jennifer Warnes,Right Time of the Night,Jennifer Warnes
1977,35,I've Got Love on My Mind,Natalie Cole,I've Got Love on My Mind,Natalie Cole
1977,36,Blinded by the Light,Manfred Mann's Earth Band,Blinded by the Light,Manfred Mann's Earth Band
1977,37,Looks Like We Made It,Barry Manilow,Looks Like We Made It,Barry Manilow
1977,38,So in to You,Atlanta Rhythm Section,So in to You,Atlanta Rhythm Section
1977,39,Dreams,Fleetwood Mac,Dreams,Fleetwood Mac
1977,40,Enjoy Yourself,The Jacksons,Enjoy Yourself,The Jacksons
1977,41,Dazz,Brick,Dazz,Brick
1977,42,I'm in You,Peter Frampton,I'm in You,Peter Frampton
1977,43,Lucille,Kenny Rogers,Lucille,Kenny Rogers
1977,44,The Things We Do for Love,10cc,The Things We Do for Love,10cc
1977,45,Da Doo Ron Ron,Shaun Cassidy,Da Doo Ron Ron,Shaun Cassidy
1977,46,Handy Man,James Taylor,Handy Man,James Taylor
1977,47,Just a Song Before I Go,"Crosby, Stills",Just a Song Before I Go,"Crosby, Stills & Nash"
1977,48,You and Me,Alice Cooper,You and Me,Alice Cooper
1977,49,Swayin' to the Music,Johnny Rivers,Swayin' to the Music (Slow Dancing),Johnny Rivers
1977,50,Lonely Boy,Andrew Gold,Lonely Boy,Andrew Gold
1977,51,I Wish,Stevie Wonder,I Wish,Stevie Wonder
1977,52,Don't Stop,Fleetwood Mac,Don't Stop,Fleetwood Mac
1977,53,Barracuda,Heart,Barracuda,Heart
1977,54,Strawberry Letter 23,The Brothers Johnson,Strawberry Letter 23,The Brothers Johnson
1977,55,Night Moves,Bob Seger,Night Moves,Bob Seger & The Silver Bullet Band
1977,56,You're My World,Helen Reddy,You're My World,Helen Reddy
1977,57,Heard It in a Love Song,The Marshall Tucker Band,Heard It in a Love Song,The Marshall Tucker Band
1977,58,Carry On Wayward Son,Kansas,Carry On Wayward Son,Kansas
1977,59,New Kid in Town,Eagles,New Kid in Town,Eagles
1977,60,My Heart Belongs to Me,Barbra Streisand,My Heart Belongs to Me,Barbra Streisand
1977,61,After the Lovin',Engelbert Humperdinck,After the Lovin',Engelbert Humperdinck
1977,62,Jet Airliner,Steve Miller Band,Jet Airliner,Steve Miller Band
1977,63,Stand Tall,Burton Cummings,Stand Tall,Burton Cummings
1977,64,Way Down,Elvis Presley,Way Down,Elvis Presley
1977,65,Weekend in New England,Barry Manilow,Weekend in New England,Barry Manilow
1977,66,It Was Almost Like a Song,Ronnie Milsap,It Was Almost Like a Song,Ronnie Milsap
1977,67,Smoke from a Distant Fire,Sanford-Townsend Band,Smoke from a Distant Fire,Sanford-Townsend Band
1977,68,Cold as Ice,Foreigner,Cold as Ice,Foreigner
1977,69,Ariel,Dean Friedman,Ariel,Dean Friedman
1977,70,Lost Without Your Love,Bread,Lost Without Your Love,Bread
1977,71,Star Wars Theme/Cantina Band,Meco,Star Wars Theme/Cantina Band,Meco
1977,72,Float On,The Floaters,Float On,The Floaters
1977,73,Jeans On,Lord David Dundas,Jeans On,Lord David Dundas
1977,74,Lido Shuffle,Boz Scaggs,Lido Shuffle,Boz Scaggs
1977,75,Keep It Comin' Love,KC,Keep It Comin' Love,KC and the Sunshine Band
1977,76,You Made Me Believe in Magic,Bay City Rollers,You Made Me Believe in Magic,Bay City Rollers
1977,77,Livin' Thing,Electric Light Orchestra,Livin' Thing,Electric Light Orchestra
1977,78,Give a Little Bit,Supertramp,Give a Little Bit,Supertramp
1977,79,That's Rock 'n' Roll,Shaun Cassidy,That's Rock 'n' Roll,Shaun Cassidy
1977,80,Love So Right,Bee Gees,Love So Right,Bee Gees
1977,81,The Rubberband Man,The Spinners,The Rubberband Man,The Spinners
1977,82,I Never Cry,Alice Cooper,I Never Cry,Alice Cooper
1977,83,Nobody Does It Better,Carly Simon,Nobody Does It Better,Carly Simon
1977,84,High School Dance,The Sylvers,High School Dance,The Sylvers
1977,85,Love's Grown Deep,Kenny Nolan,Love's Grown Deep,Kenny Nolan
1977,86,Ain't Gonna Bump No More,Joe Tex,Ain't Gonna Bump No More (With No Big Fat Woman),Joe Tex
1977,87,I Wanna Get Next to You,Rose Royce,I Wanna Get Next to You,Rose Royce
1977,88,Somebody to Love,Queen,Somebody to Love,Queen
1977,89,Muskrat Love,Captain,Muskrat Love,Captain & Tennille
1977,90,Walk This Way,Aerosmith,Walk This Way,Aerosmith
1977,91,Cherchez La Femme,Dr. Buzzard's Original Savannah Band,Cherchez La Femme,Dr. Buzzard's Original Savannah Band
1977,92,Year of the Cat,Al Stewart,Year of the Cat,Al Stewart
1977,93,Boogie Nights,Heatwave,Boogie Nights,Heatwave
1977,94,Go Your Own Way,Fleetwood Mac,Go Your Own Way,Fleetwood Mac
1977,95,Sorry Seems to Be the Hardest Word,Elton John,Sorry Seems to Be the Hardest Word,Elton John
1977,96,Don't Worry Baby,B.J. Thomas,Don't Worry Baby,B.J. Thomas
1977,97,"Knowing Me, Knowing You",ABBA,"Knowing Me, Knowing You",ABBA
1977,98,How Much Love,Leo Sayer,How Much Love,Leo Sayer
1977,99,Star Wars,London Symphony Orchestra,Star Wars (Main Title),London Symphony Orchestra
1977,100,Devil's Gun,C.J.,Devil's Gun,C.J. & Company
