Year,Rank,Track_Title,Artist_Name,Raw_Track_Title,Raw_Artist_Name
1993,1,I Will Always Love You,Whitney Houston,I Will Always Love You,Whitney Houston
1993,2,Whoomp!,Tag Team,Whoomp! (There It Is),Tag Team
1993,3,Can't Help Falling in Love,UB40,Can't Help Falling in Love,UB40
1993,4,That's the Way Love Goes,Janet Jackson,That's the Way Love Goes,Janet Jackson
1993,5,Freak Me,Silk,Freak Me,Silk
1993,6,Weak,SWV,Weak,SWV
1993,7,If I Ever Fall in Love,Shai,If I Ever Fall in Love,Shai
1993,8,Dreamlover,Mariah Carey,Dreamlover,Mariah Carey
1993,9,Rump Shaker,Wreckx-n-Effect,Rump Shaker,Wreckx-n-Effect
1993,10,Informer,Snow,Informer,Snow
1993,11,Nuthin' but a 'G' Thang,Dr. Dre,Nuthin' but a 'G' Thang,Dr. Dre
1993,12,In the Still of the Nite,Boyz II Men,In the Still of the Nite,Boyz II Men
1993,13,Don't Walk Away,Jade,Don't Walk Away,Jade
1993,14,Knockin' da Boots,H-Town,Knockin' da Boots,H-Town
1993,15,Lately,Jodeci,Lately,Jodeci
1993,16,Dazzey Duks,Duice,Dazzey Duks,Duice
1993,17,Show Me Love,Robin S.,Show Me Love,Robin S.
1993,18,A Whole New World,Peabo Bryson,A Whole New World,Peabo Bryson and Regina Belle
1993,19,If,Janet Jackson,If,Janet Jackson
1993,20,I'm So Into You,SWV,I'm So Into You,SWV
1993,21,Love Is,Vanessa Williams,Love Is,Vanessa Williams and Brian McKnight
1993,22,Runaway Train,Soul Asylum,Runaway Train,Soul Asylum
1993,23,I'll Never Get Over You,Exposé,I'll Never Get Over You (Getting Over Me),Exposé
1993,24,Ditty,Paperboy,Ditty,Paperboy
1993,25,Rhythm Is a Dancer,Snap!,Rhythm Is a Dancer,Snap!
1993,26,The River of Dreams,Billy Joel,The River of Dreams,Billy Joel
1993,27,I'm Gonna Be,The Proclaimers,I'm Gonna Be (500 Miles),The Proclaimers
1993,28,Two Princes,Spin Doctors,Two Princes,Spin Doctors
1993,29,Right Here,SWV,Right Here (Human Nature) / Downtown,SWV
1993,30,I Have Nothing,Whitney Houston,I Have Nothing,Whitney Houston
1993,31,Mr. Wendal,Arrested Development,Mr. Wendal,Arrested Development
1993,32,Have I Told You Lately,Rod Stewart,Have I Told You Lately,Rod Stewart
1993,33,Saving Forever for You,Shanice,Saving Forever for You,Shanice
1993,34,Ordinary World,Duran Duran,Ordinary World,Duran Duran
1993,35,If I Had No Loot,Tony! Toni! Toné!,If I Had No Loot,Tony! Toni! Toné!
1993,36,I'd Do Anything for Love,Meat Loaf,I'd Do Anything for Love (But I Won't Do That),Meat Loaf
1993,37,Slam,Onyx,Slam,Onyx
1993,38,Looking Through Patient Eyes,P.M. Dawn,Looking Through Patient Eyes,P.M. Dawn
1993,39,I'm Every Woman,Whitney Houston,I'm Every Woman,Whitney Houston
1993,40,Baby I'm Yours,Shai,Baby I'm Yours,Shai
1993,41,Come Undone,Duran Duran,Come Undone,Duran Duran
1993,42,I Don't Wanna Fight,Tina Turner,I Don't Wanna Fight,Tina Turner
1993,43,I'd Die Without You,P.M. Dawn,I'd Die Without You,P.M. Dawn
1993,44,"Whoot, There It Is",95 South,"Whoot, There It Is",95 South
1993,45,Hip Hop Hooray,Naughty by Nature,Hip Hop Hooray,Naughty by Nature
1993,46,Another Sad Love Song,Toni Braxton,Another Sad Love Song,Toni Braxton
1993,47,Will You Be There,Michael Jackson,Will You Be There,Michael Jackson
1993,48,Comforter,Shai,Comforter,Shai
1993,49,Good Enough,Bobby Brown,Good Enough,Bobby Brown
1993,50,What's Up?,4 Non Blondes,What's Up?,4 Non Blondes
1993,51,All That She Wants,Ace of Base,All That She Wants,Ace of Base
1993,52,7,Prince,7,Prince and The New Power Generation
1993,53,Dre Day,Dr. Dre,Dre Day,Dr. Dre
1993,54,One Last Cry,Brian McKnight,One Last Cry,Brian McKnight
1993,55,Just Kickin' It,Xscape,Just Kickin' It,Xscape
1993,56,I Get Around,2Pac,I Get Around,2Pac
1993,57,Bed of Roses,Bon Jovi,Bed of Roses,Bon Jovi
1993,58,Real Love,Mary J. Blige,Real Love,Mary J. Blige
1993,59,Here We Go Again!,Portrait,Here We Go Again!,Portrait
1993,60,Cryin',Aerosmith,Cryin',Aerosmith
