Year,Rank,Track_Title,Artist_Name,Raw_Track_Title,Raw_Artist_Name
1992,1,End of the Road,Boyz II Men,End of the Road,Boyz II Men
1992,2,Baby Got Back,Sir Mix-a-Lot,Baby Got Back,Sir Mix-a-Lot
1992,3,Jump,Kris Kross,Jump,Kris Kross
1992,4,Save the Best for Last,Vanessa Williams,Save the Best for Last,Vanessa Williams
1992,5,Baby-Baby-Baby,TLC,Baby-Baby-Baby,TLC
1992,6,Tears in Heaven,Eric Clapton,Tears in Heaven,Eric Clapton
1992,7,My Lovin',En Vogue,My Lovin' (You're Never Gonna Get It),En Vogue
1992,8,Under the Bridge,Red Hot Chili Peppers,Under the Bridge,Red Hot Chili Peppers
1992,9,All 4 Love,Color Me Badd,All 4 Love,Color Me Badd
1992,10,Just Another Day,Jon Secada,Just Another Day,Jon Secada
1992,11,I Love Your Smile,Shanice,I Love Your Smile,Shanice
1992,12,To Be with You,Mr. Big,To Be with You,Mr. Big
1992,13,I'm Too Sexy,Right Said Fred,I'm Too Sexy,Right Said Fred
1992,14,Black or White,Michael Jackson,Black or White,Michael Jackson
1992,15,Achy Breaky Heart,Billy Ray Cyrus,Achy Breaky Heart,Billy Ray Cyrus
1992,16,I'll Be There,Mariah Carey,I'll Be There,Mariah Carey
1992,17,November Rain,Guns N' Roses,November Rain,Guns N' Roses
1992,18,Life Is a Highway,Tom Cochrane,Life Is a Highway,Tom Cochrane
1992,19,Remember the Time,Michael Jackson,Remember the Time,Michael Jackson
1992,20,Finally,CeCe Peniston,Finally,CeCe Peniston
1992,21,This Used to Be My Playground,Madonna,This Used to Be My Playground,Madonna
1992,22,Sometimes Love Just Ain't Enough,Patty Smyth,Sometimes Love Just Ain't Enough,Patty Smyth and Don Henley
1992,23,Can't Let Go,Mariah Carey,Can't Let Go,Mariah Carey
1992,24,Jump Around,House of Pain,Jump Around,House of Pain
1992,25,Diamonds and Pearls,Prince,Diamonds and Pearls,Prince and The New Power Generation
1992,26,Don't Let the Sun Go Down on Me,George Michael,Don't Let the Sun Go Down on Me,George Michael and Elton John
1992,27,Masterpiece,Atlantic Starr,Masterpiece,Atlantic Starr
1992,28,If You Asked Me To,Celine Dion,If You Asked Me To,Celine Dion
1992,29,Giving Him Something He Can Feel,En Vogue,Giving Him Something He Can Feel,En Vogue
1992,30,Live and Learn,Joe Public,Live and Learn,Joe Public
1992,31,Come and Talk to Me,Jodeci,Come and Talk to Me,Jodeci
1992,32,Smells Like Teen Spirit,Nirvana,Smells Like Teen Spirit,Nirvana
1992,33,Humpin' Around,Bobby Brown,Humpin' Around,Bobby Brown
1992,34,Damn I Wish I Was Your Lover,Sophie B. Hawkins,Damn I Wish I Was Your Lover,Sophie B. Hawkins
1992,35,Tell Me What You Want Me to Do,Tevin Campbell,Tell Me What You Want Me to Do,Tevin Campbell
1992,36,Ain't 2 Proud 2 Beg,TLC,Ain't 2 Proud 2 Beg,TLC
1992,37,It's So Hard to Say Goodbye to Yesterday,Boyz II Men,It's So Hard to Say Goodbye to Yesterday,Boyz II Men
1992,38,Move This,Technotronic,Move This,Technotronic featuring Ya Kid K
1992,39,Bohemian Rhapsody,Queen,Bohemian Rhapsody,Queen
1992,40,Tennessee,Arrested Development,Tennessee,Arrested Development
1992,41,The Best Things in Life Are Free,Luther Vandross,The Best Things in Life Are Free,Luther Vandross and Janet Jackson
1992,42,Make It Happen,Mariah Carey,Make It Happen,Mariah Carey
1992,43,The One,Elton John,The One,Elton John
1992,44,Set Adrift on Memory Bliss,P.M. Dawn,Set Adrift on Memory Bliss,P.M. Dawn
1992,45,Stay,Shakespears Sister,Stay,Shakespears Sister
1992,46,2 Legit 2 Quit,Hammer,2 Legit 2 Quit,Hammer
1992,47,Please Don't Go,KWS,Please Don't Go,KWS
1992,48,Breakin' My Heart,Mint Condition,Breakin' My Heart (Pretty Brown Eyes),Mint Condition
1992,49,Wishing on a Star,The Cover Girls,Wishing on a Star,The Cover Girls
1992,50,She's Playing Hard to Get,Hi-Five,She's Playing Hard to Get,Hi-Five
1992,51,I'd Die Without You,P.M. Dawn,I'd Die Without You,P.M. Dawn
1992,52,Good for Me,Amy Grant,Good for Me,Amy Grant
1992,53,All I Want,Toad the Wet Sprocket,All I Want,Toad the Wet Sprocket
1992,54,When a Man Loves a Woman,Michael Bolton,When a Man Loves a Woman,Michael Bolton
1992,55,I Can't Dance,Genesis,I Can't Dance,Genesis
1992,56,Hazard,Richard Marx,Hazard,Richard Marx
1992,57,Mysterious Ways,U2,Mysterious Ways,U2
1992,58,Too Funky,George Michael,Too Funky,George Michael
1992,59,How Do You Talk to an Angel,The Heights,How Do You Talk to an Angel,The Heights
1992,60,One,U2,One,U2
1992,61,Keep on Walkin',CeCe Peniston,Keep on Walkin',CeCe Peniston
1992,62,Hold on My Heart,Genesis,Hold on My Heart,Genesis
1992,63,The Way I Feel About You,Karyn White,The Way I Feel About You,Karyn White
1992,64,Beauty and the Beast,Celine Dion,Beauty and the Beast,Celine Dion and Peabo Bryson
1992,65,Warm It Up,Kris Kross,Warm It Up,Kris Kross
1992,66,In the Closet,Michael Jackson,In the Closet,Michael Jackson
1992,67,People Everyday,Arrested Development,People Everyday,Arrested Development
1992,68,No Son of Mine,Genesis,No Son of Mine,Genesis
1992,69,Wildside,Marky Mark,Wildside,Marky Mark and the Funky Bunch
1992,70,Do I Have to Say the Words?,Bryan Adams,Do I Have to Say the Words?,Bryan Adams
1992,71,Friday I'm in Love,The Cure,Friday I'm in Love,The Cure
1992,72,Everything About You,Ugly Kid Joe,Everything About You,Ugly Kid Joe
1992,73,Blowing Kisses in the Wind,Paula Abdul,Blowing Kisses in the Wind,Paula Abdul
1992,74,Thought I'd Died and Gone to Heaven,Bryan Adams,Thought I'd Died and Gone to Heaven,Bryan Adams
1992,75,Rhythm Is a Dancer,Snap!,Rhythm Is a Dancer,Snap!
1992,76,Addams Groove,Hammer,Addams Groove,Hammer
1992,77,Missing You Now,Michael Bolton,Missing You Now,Michael Bolton
1992,78,Back to the Hotel,N2Deep,Back to the Hotel,N2Deep
1992,79,Everything Changes,Kathy Troccoli,Everything Changes,Kathy Troccoli
1992,80,Have You Ever Needed Someone So Bad,Def Leppard,Have You Ever Needed Someone So Bad,Def Leppard
1992,81,Take This Heart,Richard Marx,Take This Heart,Richard Marx
1992,82,When I Look Into Your Eyes,FireHouse,When I Look Into Your Eyes,FireHouse
1992,83,I Wanna Love You,Jade,I Wanna Love You,Jade
1992,84,Uhh Ahh,Boyz II Men,Uhh Ahh,Boyz II Men
1992,85,Real Love,Mary J. Blige,Real Love,Mary J. Blige
1992,86,Justified and Ancient,The KLF,Justified and Ancient,The KLF
1992,87,Slow Motion,Color Me Badd,Slow Motion,Color Me Badd
1992,88,What About Your Friends,TLC,What About Your Friends,TLC
1992,89,Thinkin' Back,Color Me Badd,Thinkin' Back,Color Me Badd
1992,90,Would I Lie to You?,Charles,Would I Lie to You?,Charles & Eddie
1992,91,That's What Love Is For,Amy Grant,That's What Love Is For,Amy Grant
1992,92,Keep Coming Back,Richard Marx,Keep Coming Back,Richard Marx
1992,93,Free Your Mind,En Vogue,Free Your Mind,En Vogue
1992,94,Keep It Comin',Keith Sweat,Keep It Comin',Keith Sweat
1992,95,Just Take My Heart,Mr. Big,Just Take My Heart,Mr. Big
1992,96,I Will Remember You,Amy Grant,I Will Remember You,Amy Grant
1992,97,We Got a Love Thang,CeCe Peniston,We Got a Love Thang,CeCe Peniston
1992,98,Let's Get Rocked,Def Leppard,Let's Get Rocked,Def Leppard
1992,99,They Want EFX,Das EFX,They Want EFX,Das EFX
1992,100,I Can't Make You Love Me,Bonnie Raitt,I Can't Make You Love Me,Bonnie Raitt
